1	646.645000029821	1	1	1	1	1
1	495.714999968186	1	1	2	1	1
1	477.580000006128	1	1	1	1	2
1	677.709999959916	1	1	2	3	1
1	546.689999988303	1	1	2	2	1
1	399.035000009462	1	1	2	6	1
1	547.155000036582	1	1	1	1	1
1	568.919999990612	1	1	2	1	1
1	378.475000034086	1	1	1	1	1
1	380.440000037197	1	1	2	3	1
1	470.600000000559	1	1	2	3	1
1	-999	1	1	2	5	2
1	532.189999998081	1	1	2	8	2
1	530.62500001397	1	1	2	5	1
1	412.55499998806	1	1	2	6	2
1	511.430000013206	1	1	2	4	1
1	515.454999986105	1	1	2	3	1
1	475.32999998657	1	1	2	3	1
1	596.120000001974	-1	1	1	4	2
1	529.819999996107	1	1	1	2	1
1	554.735000012442	1	1	1	2	1
1	525.955000019167	1	1	1	1	2
1	591.724999947473	1	1	2	2	1
1	-999	1	1	2	2	1
1	-999	1	1	2	5	1
1	-999	-1	1	2	1	1
1	533.029999991413	1	1	1	4	2
1	652.140000020154	1	1	1	1	2
1	496.195000014268	1	1	1	1	1
1	513.274999975692	1	1	2	6	2
1	400.999999954365	1	1	1	2	1
1	472.209999978077	1	1	2	4	2
1	642.660000012256	1	1	2	3	1
1	446.034999971744	1	1	1	3	1
1	472.559999965597	1	1	2	2	1
1	493.890000041574	1	1	1	1	2
1	619.484999973793	-1	1	1	2	1
1	401.93500003079	-1	1	1	2	1
1	444.230000022799	1	1	2	2	2
1	514.704999979585	1	1	2	6	1
1	707.460000005085	1	1	1	1	2
1	555.790000013076	1	1	2	1	1
1	462.480000045616	1	1	1	3	2
1	424.045000050683	1	1	2	3	1
1	506.694999989122	1	1	2	1	1
1	458.580000034999	1	1	1	1	2
1	623.789999983273	1	1	1	1	2
1	412.420000007842	1	1	2	7	1
1	461.600000038743	1	1	1	1	1
1	532.494999992196	1	1	1	1	2
1	541.060000017751	1	1	1	3	1
1	442.90500000352	1	1	2	5	1
1	525.46000003349	1	1	1	1	1
1	460.185000032652	1	1	1	2	2
1	463.329999998678	1	1	1	1	1
1	563.714999996591	1	1	1	1	2
1	392.345000000205	1	1	1	1	2
1	451.289999997243	1	1	2	5	2
1	403.850000002421	1	1	1	1	1
1	510.789999971166	1	1	1	5	2
1	404.845000011846	1	1	2	3	1
1	457.08999998169	1	1	2	4	1
1	571.830000029877	-1	1	1	3	1
1	563.164999999572	-1	1	1	3	2
1	499.019999988377	1	1	2	5	1
1	425.794999988284	1	1	1	1	1
1	-999	1	1	1	1	2
1	526.944999990519	1	1	1	1	2
1	420.415000000503	-1	1	1	6	1
1	455.955000012182	1	1	2	1	1
1	543.845000036526	1	1	2	3	1
1	529.655000020284	1	1	2	2	2
1	532.810000004247	1	1	1	4	2
1	432.700000004843	1	1	2	4	1
1	488.08999999892	-1	1	1	3	1
1	443.774999992456	1	1	1	1	1
1	384.309999994002	1	1	2	1	1
1	506.004999973811	1	1	1	3	1
1	424.705000012182	1	1	2	4	1
1	446.609999984503	1	1	2	3	1
1	559.494999994058	1	1	2	3	2
1	471.514999982901	1	1	2	6	1
1	397.655000037048	1	1	1	1	1
1	431.805000000168	1	1	1	2	2
1	472.665000008419	1	1	2	3	2
1	667.755000002217	-1	1	1	2	1
1	587.020000035409	1	1	2	7	1
1	538.790000020526	1	1	2	2	1
1	720.520000031684	1	1	1	1	2
1	457.640000036918	1	1	2	2	2
1	504.584999987856	1	1	1	1	1
1	483.429999963846	1	1	2	6	1
